utterance,persona_sentence,label
i listen to a bit of everything . it helps me focus for my chess tournaments .,i like to play chess .,positive
just cannot wait to get out of this small town and move to a bigger city .,i dream of moving to the city .,positive
my job is to make my children and wife happy .,my wife and kids are the best .,positive
i like catching up on new novels .,i have been know to finish almost two dozen novels in a twelve month period .,positive
"i still have to take medications which now mess with my head , but other than that good .",i take many medications and some of them make me see things .,positive
i am good just resting had a long day volunteered at a soup kitchen .,i volunteer at a soup kitchen .,positive
cool i am eating pasta and garlic bread . my favorite .,i love italian food and garlic bread .,positive
i am currently in the military . army to be exact .,i am in the army .,positive
"i used to teach gym retired now , grew up poor .",i do not know what it is like to have money .,positive
"yes , i go to church services every sunday .",i attend church every week .,positive
"nope just 1 cat and 1 dog , not that crazy animal guy lol .",i own a cat and a dog .,positive
"cool . i work for a watch dealer , where do you work ?",i currently work for a watch dealer .,positive
"hello , do you like music ? i play the miano and guitar ! also i sing !",i play the piano and guitar and sing .,positive
they are but if i make it big as a musician i will get a huge one .,i work with music and i dream of success .,positive
were you in the military .,my dad is deployed overseas .,positive
beautiful place . i have a dog walking business . do you have pets ?,i also have a dog walking business .,positive
"no , not yet . just my dogs and sometimes i play chess with the neighbor kid .",my pups are my family .,positive
"great , i hope you like music , i rock out when i work !",i like to listen to rock music while working .,positive
"haha ok , i have blond short hair . i am a girl and pretty skinny staying in shape .",i am a blonde girl with really short hair .,positive
"i am pretty good , i am a buddhist .",i am a buddhist .,positive
"i coach baseball for the little ones , mostly my for my sons .",i have all boys .,positive
i am a janitor at a school .,i also work as a custodian to help pay the bills .,positive
"that is awesome . my favorite band is up , do you know them ?",my favorite band is up and i got to see them in concert once .,positive
hi how is your morning going ? spending time with the wife and kids ?,i love going to the park with my three children and my wife .,positive
did you take fertility stuff ? when i am older i want to be a physical therapist .,when i grow up i want to be a physical therapist .,positive
my name is rose and i grow them in my garden .,i grow roses in my garden .,positive
i love playing folk music . i actually hope to be a professional musician someday .,my favorite type of music to sing is folk music .,positive
you need a hobby now . i love doing the treadmill and rowing machine .,i like doing the treadmill and rowing machine .,positive
awesome ! i was there for a ping pong tournament last year .,i play ping pong .,positive
i am going to a taylor swift concert tomorrow . i actually met her once .,i met taylor swift .,positive
i am about to go play basketball .,i like playing basketball .,positive
the best time for eating is the winter .,my favorite season is winter .,positive
"yes , and my arm was broken when .",i have a broken arm .,positive
"i have 2 sisters . they love pink , i hate pink .",i hate the color pink .,positive
i create melodies for singer .,i am a musician and hope to make it big some day .,positive
"i like pizza , and i enjoy socializing . being around people .",i enjoy being around people .,positive
that is cool ! i go to the gym a lot with my girl friends . they are great !,i go to the gym most days just to socialize .,positive
i just left the vip lounge with taylor swift ! ! ! wahoo ! ! !,the person that sings bad blood is my most beloved musician .,positive
my family did not make a lot of money growing up .,i do not know what it is like to have money .,positive
